,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
17430,3010000,3010000-104-2017-00170,20170522,,1,영업/정상,1,영업,,,,,02  30151180,108.4,100011.0,서울특별시 중구 충무로1가 52-5 5층 ,서울특별시 중구 소공로 63 (충무로1가 5층),4530.0,스타벅스 신세계본점 5F,20220300000000.0,U,40:00.0,커피숍,198263.9084,450960.763,커피숍,,,,,,,,,,,,,,Y,108.4,,,
17473,3010000,3010000-104-2013-00011,20130124,,1,영업/정상,1,영업,,,,,02 7588569,278.5,100070.0,서울특별시 중구 소공동 70 조선호텔 1층 ,서울특별시 중구 남대문로7길 19 1층 (소공동 조선호텔),4532.0,스타벅스 소공로점,20220200000000.0,U,40:00.0,커피숍,198232.0039,451276.3073,커피숍,,,,,,,,,,,,,,N,278.5,,,
17474,3010000,3010000-104-2013-00012,20130128,,1,영업/정상,1,영업,,,,,230151173,418.89,100011.0,서울특별시 중구 충무로1가 25-52 1층~5층 ,서울특별시 중구 퇴계로 101 1~5층 (충무로1가),4535.0,스타벅스 명동역,20220200000000.0,U,40:00.0,커피숍,198437.6434,450953.928,커피숍,,,,,,,,,,,,,,N,418.89,,,
17476,3010000,3010000-104-2011-00124,20110707,,1,영업/정상,1,영업,,,,,,214.0,100814.0,서울특별시 중구 서소문동 57-9 (1층) ,서울특별시 중구 서소문로 99 (서소문동(1층)),4516.0,스타벅스 서소문배재,20220200000000.0,U,40:00.0,커피숍,197470.5355,451184.5912,커피숍,,,,,,,,,,,,,,N,214.0,,,
17490,3010000,3010000-104-2017-00049,20170227,,1,영업/정상,1,영업,,,,,,349.94,100411.0,서울특별시 중구 광희동1가 185-1 지하1층~지상2층 ,서울특별시 중구 장충단로 229 (광희동1가 지하1층~지상2층),4561.0,스타벅스 동대문공원점,20220300000000.0,U,40:00.0,커피숍,200567.8932,451437.3288,커피숍,,,,,,,,,,,,,,Y,349.94,,,
17518,3010000,3010000-104-2017-00118,20170406,,1,영업/정상,1,영업,,,,,02  30151180,230.45,100787.0,서울특별시 중구 을지로2가 6 내외빌딩 1층 ,서울특별시 중구 을지로 51 (을지로2가 내외빌딩 1층 ),4539.0,스타벅스 을지로내외빌딩R점,20220200000000.0,U,40:00.0,커피숍,198477.5172,451579.6342,커피숍,,,,,,,,,,,,,,N,230.45,,,
17567,3010000,3010000-104-2019-00147,20190528,,1,영업/정상,1,영업,,,,,02  30151179,402.62,100094.0,서울특별시 중구 남대문로4가 45 대한서울상공회의소 ,서울특별시 중구 세종대로 39 1층 (남대문로4가),4513.0,스타벅스 대한상공회의소R점,20220200000000.0,U,40:00.0,커피숍,197620.6489,450919.8743,커피숍,,,,,,,,,,,,,,Y,402.62,,,
17621,3010000,3010000-104-2016-00271,20160811,,1,영업/정상,1,영업,,,,,02  22593331,208.05,100801.0,서울특별시 중구 남대문로5가 84-11 1층 ,서울특별시 중구 통일로 10 1층 (남대문로5가),4527.0,스타벅스 연세세브란스점,20220300000000.0,U,40:00.0,커피숍,197612.9951,450539.8577,커피숍,,,,,,,,,,,,,,N,208.05,,,
17782,3020000,3020000-104-2016-00089,20160718,,1,영업/정상,1,영업,,,,,,290.5,140885.0,서울특별시 용산구 한남동 36-7 ,서울특별시 용산구 독서당로 94 지상1층2층 (한남동),4420.0,스타벅스한남동R점,20220200000000.0,U,40:00.0,커피숍,200896.2084,448060.5027,커피숍,,,,,,,,,,,,,,Y,290.5,,,
17786,3020000,3020000-104-2017-00010,20170119,,1,영업/정상,1,영업,,,,,237853386,161.3,140025.0,서울특별시 용산구 용산동5가 24 비45동 ,서울특별시 용산구 서빙고로 67 지하1층 (용산동5가),4385.0,스타벅스 용산파크타워점,20220300000000.0,U,40:00.0,커피숍,197338.9151,446893.4844,커피숍,,,,,,,,,,,,,,N,161.3,,,
17808,3020000,3020000-104-2014-00016,20140311,,1,영업/정상,1,영업,,,,,02  758 8734,179.79,140170.0,서울특별시 용산구 동자동 45 KDB생명타워 지하1층 117호 ,서울특별시 용산구 한강대로 372 지하1층 117호 (동자동 KDB생명타워),4323.0,스타벅스커피 서울역동자동점,20220300000000.0,U,40:00.0,커피숍,197563.0698,449934.1578,커피숍,,,,,,,,,,,,,,N,179.79,,,
17830,3020000,3020000-104-2016-00111,20160926,,1,영업/정상,1,영업,,,,,232753320,253.8,140807.0,서울특별시 용산구 갈월동 90-8 ,서울특별시 용산구 한강대로 275 1층2층3층 (갈월동),4321.0,스타벅스남영동,20220300000000.0,U,40:00.0,커피숍,197477.9826,448957.2477,커피숍,,,,,,,,,,,,,,N,253.8,,,
17908,3020000,3020000-104-2018-00021,20180226,,1,영업/정상,1,영업,,,,,,486.0,140012.0,서울특별시 용산구 한강로2가 420 용산푸르지오써밋 지상12층 상가동 111 213 214 215호 ,서울특별시 용산구 한강대로 69 지상12층 상가동 111 213 214 215호 (한강로2가 용산푸르지오써밋),4378.0,스타벅스용산역써밋R점,20220300000000.0,U,40:00.0,커피숍,196861.3509,447226.7205,커피숍,,,,,상수도전용,,,,,,,,,Y,486.0,,,
17926,3020000,3020000-104-2016-00010,20160224,,1,영업/정상,1,영업,,,,,02  319 3246,105.16,140022.0,서울특별시 용산구 용산동2가 산 1-3 1층 ,서울특별시 용산구 남산공원길 105 1층 101102호 (용산동2가),4340.0,스타벅스서울타워점,20220300000000.0,U,40:00.0,커피숍,198994.0019,449630.9532,커피숍,,,,,,,,,,,,,,N,105.16,,,
17951,3020000,3020000-104-2008-00042,20080828,,1,영업/정상,1,영업,,,,,230151100,320.0,140809.0,서울특별시 용산구 동빙고동 10-8 외1필지 남도빌딩(지상12층일부) ,서울특별시 용산구 장문로 12 (동빙고동 10-8외1필지 남도빌딩 지상12층일부),4393.0,스타벅스동빙고점,20220200000000.0,U,40:00.0,커피숍,199204.6744,447416.1055,커피숍,,,,,상수도전용,,,,,,,,,Y,320.0,,,
17983,3020000,3020000-104-2017-00113,20170810,,1,영업/정상,1,영업,,,,,,132.5,140871.0,서울특별시 용산구 한강로2가 342 1층 용산래미안상가 103호 ,서울특별시 용산구 한강대로 95 1층 103호 (한강로2가 용산래미안상가),4378.0,스타벅스신용산역점,20220300000000.0,U,40:00.0,커피숍,196961.5918,447392.5912,커피숍,,,,,상수도전용,,,,,,,,,N,132.5,,,
18089,3020000,3020000-104-2011-00045,20110316,,1,영업/정상,1,영업,,,,,02 7119577,311.4,140806.0,서울특별시 용산구 갈월동 69-5 (지상1~3층) ,서울특별시 용산구 한강대로 291 (갈월동(지상1~3층)),4321.0,스타벅스숙대입구역점,20220300000000.0,U,40:00.0,커피숍,197451.0447,449107.8815,커피숍,,,,,,,,,,,,,,Y,311.4,,,
18094,3020000,3020000-104-2013-00028,20130502,,1,영업/정상,1,영업,,,,,02  30151100,386.98,140887.0,서울특별시 용산구 한남동 657-104 지상12층 ,서울특별시 용산구 대사관로 67 (한남동 657-104 지상12층),4401.0,스타벅스커피 순천향입구점,20220200000000.0,U,40:00.0,커피숍,200429.934,447913.1431,커피숍,,,,,,,,,,,,,,Y,386.98,,,
18171,3020000,3020000-104-2012-00037,20120529,,1,영업/정상,1,영업,,,,,02758 8368,231.39,140854.0,서울특별시 용산구 이촌동 302-60 지상 12층 ,서울특별시 용산구 이촌로 198 12층 (이촌동),4427.0,스타벅스 동부이촌동점,20220300000000.0,U,40:00.0,커피숍,197194.5335,446539.644,커피숍,,,,,상수도전용,,,,,,,,,Y,231.39,,,
18175,3020000,3020000-104-2017-00132,20170927,,1,영업/정상,1,영업,,,,,,297.91,140853.0,서울특별시 용산구 이촌동 300-20 지상12층 101102201202호 ,서울특별시 용산구 이촌로 276 지상12층 101102201202호 (이촌동),4426.0,스타벅스이촌점,20220300000000.0,U,40:00.0,커피숍,197921.8479,446264.3411,커피숍,,,,,상수도전용,,,,,,,,,Y,297.91,,,
18306,3020000,3020000-104-1998-02305,19980304,,1,영업/정상,1,영업,,,,,02 7049391,432.28,140133.0,서울특별시 용산구 청파동3가 111-35 가동 지상123층 ,서울특별시 용산구 청파로47길 57 (청파동3가 가동 지상123층),4313.0,스타벅스숙대점,20220300000000.0,U,40:00.0,커피숍,197035.084,449151.7622,커피숍,0.0,0.0,주택가주변,자율,상수도전용,,,,,,,,,N,432.28,,,
18359,3020000,3020000-104-2019-00136,20191114,,1,영업/정상,1,영업,,,,,,264.0,140896.0,서울특별시 용산구 효창동 13-2 용산 롯데캐슬 센터포레 ,서울특별시 용산구 백범로 313 지하3층 101102103104105호 (효창동 용산 롯데캐슬 센터포레),4317.0,스타벅스효창공원앞역점,20220300000000.0,U,40:00.0,커피숍,196660.7089,448557.6503,커피숍,,,,,상수도전용,,,,,,,,,N,264.0,,,
18366,3020000,3020000-104-2004-00080,20041028,,1,영업/정상,1,영업,,,,,230151749,188.39,140780.0,서울특별시 용산구 한강로3가 40-999 ,서울특별시 용산구 한강대로23길 55 서관 6층 10-2호 (한강로3가),4377.0,스타벅스용산아이파크몰점,20220300000000.0,U,40:00.0,커피숍,196762.0774,447480.0396,커피숍,0.0,0.0,,,,,,,,,,,,N,188.39,,,
18442,3020000,3020000-104-2021-00127,20211110,,1,영업/정상,1,영업,,,,,,30.3,140170.0,서울특별시 용산구 동자동 56 트윈시티 남산 ,서울특별시 용산구 한강대로 366 트윈시티 남산 19층 에이1902호 (동자동),4323.0,스타벅스 포포인츠서울역점,20220300000000.0,U,40:00.0,커피숍,197525.4073,449844.3198,커피숍,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,30.3,,,
18454,3020000,3020000-104-2021-00123,20211103,,1,영업/정상,1,영업,,,,,,406.02,140879.0,서울특별시 용산구 한강로3가 16-9 전자랜드 ,서울특별시 용산구 청파로 74 전자랜드 1층 c139호 (한강로3가),4372.0,스타벅스 용산전자랜드점,20220300000000.0,U,40:00.0,커피숍,196370.7464,447841.6988,커피숍,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,406.02,,,
18480,3020000,3020000-104-2020-00085,20200608,,1,영업/정상,1,영업,,,,,,148.7,140828.0,서울특별시 용산구 서계동 219-17 서울역풍림아이원플러스 102호,서울특별시 용산구 만리재로 202 서울역풍림아이원플러스 1층 102호 (서계동),4300.0,스타벅스 서울역서부점,20220300000000.0,U,40:00.0,커피숍,197142.9508,450296.5892,커피숍,,,,,,,,,,,,,,N,148.7,,,
18530,3020000,3020000-104-2020-00106,20200708,,1,영업/정상,1,영업,,,,,,163.27,140111.0,서울특별시 용산구 원효로1가 133-3 리첸시아 용산 ,서울특별시 용산구 백범로 341 A동 1층 114호~117호129호 (원효로1가 리첸시아 용산),4315.0,스타벅스용산리첸시아점,20220300000000.0,U,40:00.0,커피숍,197045.8495,448447.559,커피숍,,,,,상수도전용,,,,,,,,,N,163.27,,,
18557,3020000,3020000-104-2021-00036,20210414,,1,영업/정상,1,영업,,,,,,304.0,140821.0,서울특별시 용산구 동자동 43-205 서울역(철도역) 101호,서울특별시 용산구 한강대로 405 서울역(철도역) 2층 101호 (동자동),4320.0,스타벅스 서울역사점,20220300000000.0,U,40:00.0,커피숍,197373.8399,450014.5379,커피숍,,,,,,,,,,,,,,N,304.0,,,
18641,3020000,3020000-104-2020-00172,20201207,,1,영업/정상,1,영업,,,,,,261.5,140882.0,서울특별시 용산구 한강로3가 63-70 ,서울특별시 용산구 서빙고로 17 용산센트럴파크 해링턴스퀘어 상가동 1층 14호15호16호 (한강로3가),4387.0,스타벅스용산해링턴스퀘어점,20220300000000.0,U,40:00.0,커피숍,197071.4032,447073.6228,커피숍,,,,,상수도전용,,,,,,,,,N,261.5,,,
18662,3020000,3020000-104-2018-00098,20180911,,1,영업/정상,1,영업,,,,,02  30151180,520.0,140858.0,서울특별시 용산구 이태원동 127-6 지하1~지상4층 ,서울특별시 용산구 이태원로 188 지하1~지상4층 (이태원동),4406.0,스타벅스이태원역점,20220200000000.0,U,40:00.0,커피숍,199472.627,448007.9612,커피숍,,,,,,,,,,,,,,Y,520.0,,,
19113,3020000,3020000-104-2018-00017,20180220,,3,폐업,2,폐업,20180322.0,,,,,436.08,140892.0,서울특별시 용산구 한남동 683-139번지 지상 345층 ,서울특별시 용산구 이태원로 252 지상345층 (한남동),4400.0,스타벅스한강진역점,20180300000000.0,I,59:59.0,커피숍,200025.7351,448318.475,커피숍,,,,,상수도전용,,,,,,,,,Y,436.08,,,
19123,3020000,3020000-104-2004-00024,20040726,,3,폐업,2,폐업,20140715.0,,,,230151900,286.56,140200.0,서울특별시 용산구 이태원동 127-6번지 29 ,서울특별시 용산구 이태원로 188 (이태원동29),4406.0,스타벅스 이태원점,20080200000000.0,I,59:59.0,커피숍,199472.627,448007.9612,커피숍,1.0,3.0,기타,,,,,,,,,,,N,286.56,,,
19294,3020000,3020000-104-2007-00018,20070403,,3,폐업,2,폐업,20180503.0,,,,,241.0,140863.0,서울특별시 용산구 이태원동 56-13번지 (지상12층) ,서울특별시 용산구 이태원로 142 (이태원동),4390.0,스타벅스이태원입구점,20180500000000.0,I,59:59.0,커피숍,198981.1894,447973.6355,커피숍,0.0,0.0,,,,,,,,,,,,Y,241.0,,,
19739,3020000,3020000-104-2013-00040,20130613,,3,폐업,2,폐업,20200708.0,,,,02  758 8622,339.45,140893.0,서울특별시 용산구 한남동 737-61 지상12층 ,서울특별시 용산구 이태원로 213 (한남동 737-61 지상12층),4349.0,스타벅스커피 이태원거리점,20200700000000.0,U,40:00.0,커피숍,199716.1526,448084.3782,커피숍,,,,,,,,,,,,,,Y,339.45,,,
20894,3030000,3030000-104-2017-00009,20170111,,1,영업/정상,1,영업,,,,,230151180,252.57,133020.0,서울특별시 성동구 하왕십리동 1070-3 ,서울특별시 성동구 왕십리로 382 2층 (하왕십리동),4701.0,스타벅스 상왕십리역점,20220300000000.0,U,40:00.0,커피숍,202407.0875,451424.1977,커피숍,,,,,,,,,,,,,,N,252.57,,,
20900,3030000,3030000-104-2013-00054,20130527,,1,영업/정상,1,영업,,,,,02  22006250,84.78,133866.0,서울특별시 성동구 행당동 168-200 왕십리민자역사(enter-6) 지하1층 ,서울특별시 성동구 왕십리광장로 17 지하1층 (행당동 왕십리민자역사(enter-6)),4750.0,스타벅스엔터식스점,20220300000000.0,U,40:00.0,커피숍,203292.1519,451267.7309,커피숍,,,,,,,,,,,,,,N,84.78,,,
20948,3030000,3030000-104-2008-00073,20081216,,1,영업/정상,1,영업,,,,,230151172,86.62,133827.0,서울특별시 성동구 성수동2가 333-16 이마트매장 (지상2층) ,서울특별시 성동구 뚝섬로 379 (성수동2가 이마트 내),4781.0,스타벅스 성수이마트점,20220200000000.0,U,40:00.0,커피숍,204614.2727,448607.4413,커피숍,,,,,상수도전용,,,,,,,,,N,86.62,,,
20988,3030000,3030000-104-2001-06823,20010417,,1,영업/정상,1,영업,,,,,230151700,242.81,133070.0,서울특별시 성동구 행당동 31-4 1011 ,,,스타벅스-한양대점,20220300000000.0,U,40:00.0,커피숍,203655.6456,450556.3843,커피숍,0.0,0.0,학교정화(상대),기타,상수도전용,,,,,,,,,Y,242.81,,,
21088,3030000,3030000-104-2015-00040,20150423,,1,영업/정상,1,영업,,,,,02  758 8900,228.3,133882.0,서울특별시 성동구 도선동 58-1 ,서울특별시 성동구 왕십리로 326 지상1층 (도선동),4709.0,스타벅스 왕십리역점,20220300000000.0,U,40:00.0,커피숍,202932.382,451169.5243,커피숍,,,,,,,,,,,,,,N,228.3,,,
21241,3030000,3030000-104-2017-00057,20170413,,1,영업/정상,1,영업,,,,,230151180,181.96,133855.0,서울특별시 성동구 하왕십리동 700 ,서울특별시 성동구 왕십리로 410 I동 1층 154155188호 (하왕십리동 센트라스 상가),4701.0,스타벅스 황학사거리점,20220300000000.0,U,40:00.0,커피숍,202310.0242,451594.7072,커피숍,,,,,,,,,,,,,,N,181.96,,,
21381,3030000,3030000-104-2019-00168,20191125,,1,영업/정상,1,영업,,,,,230151109,343.2,133823.0,서울특별시 성동구 성수동1가 656-335 ,서울특별시 성동구 왕십리로 50 1층 (성수동1가),4778.0,스타벅스 서울숲역점,20220200000000.0,U,40:00.0,커피숍,203903.3536,448846.8202,커피숍,,,,,,,,,,,,,,N,343.2,,,
21384,3030000,3030000-104-2019-00181,20191220,,1,영업/정상,1,영업,,,,,02 30151109,380.83,133809.0,서울특별시 성동구 금호동4가 1483 ,서울특별시 성동구 동호로 99 123층 (금호동4가),4733.0,스타벅스 금호역점,20220200000000.0,U,40:00.0,커피숍,201284.6117,449529.8716,커피숍,,,,,,,,,,,,,,Y,380.83,,,
21404,3030000,3030000-104-2017-00127,20170718,,1,영업/정상,1,영업,,,,,204693460,310.5,133835.0,서울특별시 성동구 성수동2가 317-20 1층 ,서울특별시 성동구 성수이로 94 (성수동2가),4783.0,스타벅스 성수역점,20220200000000.0,U,40:00.0,커피숍,204962.6586,448995.7614,커피숍,,,,,,,,,,,,,,N,310.5,,,
21410,3030000,3030000-104-2017-00180,20171106,,1,영업/정상,1,영업,,,,,230151180,320.19,133822.0,서울특별시 성동구 성수동1가 14-33 정명빌딩 ,서울특별시 성동구 아차산로 42 123층 (성수동1가),4779.0,스타벅스 뚝섬역점,20220200000000.0,U,40:00.0,커피숍,204270.5772,449354.5236,커피숍,,,,,상수도전용,,,,,,,,,Y,320.19,,,
21447,3030000,3030000-104-2022-00016,20220221,,1,영업/정상,1,영업,,,,,,239.38,133835.0,서울특별시 성동구 성수동2가 315-71 ,서울특별시 성동구 아차산로 104 1층 103호 (성수동2가),4782.0,스타벅스 성수,20220300000000.0,U,40:00.0,커피숍,204827.4331,449134.9947,커피숍,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,239.38,,,
21634,3030000,3030000-104-2021-00121,20210901,,1,영업/정상,1,영업,,,,,,231.0,133839.0,서울특별시 성동구 옥수동 262-1 ,서울특별시 성동구 독서당로 202 101 102호 (옥수동),4734.0,스타벅스 옥수,20220200000000.0,U,40:00.0,커피숍,201110.397,448968.7953,커피숍,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,231.0,,,
21704,3030000,3030000-104-2020-00130,20200924,,1,영업/정상,1,영업,,,,,230151109,391.77,133832.0,서울특별시 성동구 성수동2가 281-20 ,서울특별시 성동구 광나루로8길 31 2동 1층 R101~107호 (성수동2가),4799.0,스타벅스  성수낙낙점,20220200000000.0,U,40:00.0,커피숍,205784.4456,449451.9862,커피숍,,,,,,,,,,,,,,N,391.77,,,
21975,3030000,3030000-104-2008-00053,20080909,,3,폐업,2,폐업,20120430.0,,,,222006250,85.8,133866.0,서울특별시 성동구 행당동 168-1번지 지하1층 ,,,스타벅스왕십리엔터식스점,20121000000000.0,I,59:59.0,커피숍,203292.1519,451267.7309,커피숍,,,,,,,,,,,,,,N,85.8,,,
23652,3030000,3030000-104-2017-00181,20171106,,3,폐업,2,폐업,20210303.0,,,,230151180,80.62,133822.0,서울특별시 성동구 성수동1가 14-33 정명빌딩 2층 ,서울특별시 성동구 아차산로 42 2층 (성수동1가),4779.0,스타벅스 뚝섬역점,20210300000000.0,U,40:00.0,커피숍,204270.5772,449354.5236,커피숍,,,,,상수도전용,,,,,,,,,Y,80.62,,,
23653,3030000,3030000-104-2017-00182,20171106,,3,폐업,2,폐업,20210303.0,,,,230151180,80.62,133822.0,서울특별시 성동구 성수동1가 14-33 정명빌딩 3층 ,서울특별시 성동구 아차산로 42 3층 (성수동1가),4779.0,스타벅스 뚝섬역점,20210300000000.0,U,40:00.0,커피숍,204270.5772,449354.5236,커피숍,,,,,상수도전용,,,,,,,,,Y,80.62,,,
23844,3040000,3040000-104-2019-00008,20190110,,1,영업/정상,1,영업,,,,,02 30151109,528.56,143837.0,서울특별시 광진구 군자동 236 123층 ,서울특별시 광진구 능동로 243 123층 (군자동),4998.0,스타벅스 어린이대공원역점,20220300000000.0,U,40:00.0,커피숍,206677.2816,449966.4181,커피숍,,,,,,,,,,,,,,Y,528.56,,,
23960,3040000,3040000-104-2019-00204,20191002,,1,영업/정상,1,영업,,,,,,357.1,143914.0,서울특별시 광진구 화양동 5-45 1층일부2층,서울특별시 광진구 능동로 117 1층일부2층 (화양동),5017.0,스타벅스건국대점,20220800000000.0,U,01:00.0,커피숍,206213.7053,448817.7952,,,,,,,,,,,,,,,,,,,
24003,3040000,3040000-104-2012-00017,20120223,,1,영업/정상,1,영업,,,,,02 7588476,265.0,143825.0,서울특별시 광진구 구의동 246-15 1층 ,서울특별시 광진구 아차산로 373 (구의동),5044.0,스타벅스커피 구의역점,20220300000000.0,U,40:00.0,커피숍,207359.0772,448305.4414,커피숍,,,,,상수도전용,,,,,,,,,N,265.0,,,
24086,3040000,3040000-104-2013-00110,20130828,,1,영업/정상,1,영업,,,,,,278.45,143809.0,서울특별시 광진구 광장동 329-1 (1층2층) ,서울특별시 광진구 아차산로 607 1층2층 (광장동),4968.0,스타벅스커피 광나루점,20220300000000.0,U,40:00.0,커피숍,209301.8924,449461.5371,커피숍,,,,,,,,,,,,,,Y,278.45,,,
24101,3040000,3040000-104-2007-00029,20070309,,1,영업/정상,1,영업,,,,,02 7588197,129.66,143758.0,서울특별시 광진구 자양동 227-7 스타씨티판매동 1층 192021호,서울특별시 광진구 아차산로 262 (자양동),5065.0,스타벅스 건대스타씨티점,20220900000000.0,U,03:00.0,커피숍,206349.675,448396.9397,,,,,,,,,,,,,,,,,,,
24114,3040000,3040000-104-2015-00003,20150108,,1,영업/정상,1,영업,,,,,02 7588865,196.26,143853.0,서울특별시 광진구 자양동 779 타워더모스트광진아크로텔 110호,서울특별시 광진구 아차산로 355 110호 (자양동 타워더모스트광진아크로텔),5026.0,스타벅스커피 자양사거리점,20220300000000.0,U,40:00.0,커피숍,207202.1366,448365.6601,커피숍,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,196.26,,,
24136,3040000,3040000-104-2014-00053,20140428,,3,폐업,2,폐업,20220622.0,,,,02 7588759,198.6,143831.0,서울특별시 광진구 구의동 589-10 구의대림아크로리버 109호,서울특별시 광진구 구의강변로 64 109호 (구의동 구의대림아크로리버),5116.0,스타벅스커피강변역점,20220600000000.0,U,05:00.0,커피숍,208135.5074,448204.0917,,,,,,,,,,,,,,,,,,,
24204,3040000,3040000-104-2014-00038,20140409,,1,영업/정상,1,영업,,,,,230151173,347.0,143838.0,서울특별시 광진구 군자동 478-5 1~2층 ,서울특별시 광진구 천호대로 548 12층 (군자동),4997.0,스타벅스커피 군자역점,20220300000000.0,U,40:00.0,커피숍,206896.6972,450515.5757,커피숍,,,,,,,,,,,,,,Y,347.0,,,
24217,3040000,3040000-104-2015-00052,20150427,,1,영업/정상,1,영업,,,,,02758 8901,310.96,143819.0,서울특별시 광진구 구의동 67-7 1층~2층 ,서울특별시 광진구 광나루로 519 1~2층 (구의동),4976.0,스타벅스커피구의디티(DT)점,20220300000000.0,U,40:00.0,커피숍,207644.67,449227.7142,커피숍,,,,,,,,,,,,,,Y,310.96,,,
24228,3040000,3040000-104-2006-00013,20060425,,1,영업/정상,1,영업,,,,,230151959,111.72,143861.0,서울특별시 광진구 자양동 507-6 이튼타워리버2지구 108호 ,서울특별시 광진구 능동로 50 (자양동이튼타워리버2지구 108호),5070.0,스타벅스(자양점),20220200000000.0,U,40:00.0,커피숍,206043.3588,448141.6654,커피숍,0.0,0.0,,,,,,,,,,,,N,111.72,,,
24377,3040000,3040000-104-2005-00005,20050322,,1,영업/정상,1,영업,,,,,02 4989505,159.95,143914.0,서울특별시 광진구 화양동 5-47 (23층) ,서울특별시 광진구 능동로 107 (화양동(23층)),5017.0,스타벅스 건대입구점,20220200000000.0,U,40:00.0,커피숍,206182.1106,448717.8934,커피숍,0.0,0.0,,,상수도전용,,,,,,,,,Y,159.95,,,
24506,3040000,3040000-104-2022-00018,20220120,,1,영업/정상,1,영업,,,,,,191.8,143915.0,서울특별시 광진구 화양동 111-12 빌리브 인테라스 ,서울특별시 광진구 능동로 172 빌리브 인테라스 지하1층 b2~b6호 (화양동),5021.0,스타벅스건대후문,20220100000000.0,U,40:00.0,커피숍,206472.5188,449321.5485,커피숍,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,191.8,,,
24643,3040000,3040000-104-2020-00143,20200806,,1,영업/정상,1,영업,,,,,,198.4,143758.0,서울특별시 광진구 자양동 227-7 더샵스타시티 지하1층,서울특별시 광진구 아차산로 272 더샵스타시티 지하1층 (자양동),5065.0,스타벅스 자양이마트점,20220900000000.0,U,03:00.0,커피숍,206349.675,448396.9397,,,,,,,,,,,,,,,,,,,
24732,3040000,3040000-104-2021-00077,20210423,,1,영업/정상,1,영업,,,,,,231.0,143912.0,서울특별시 광진구 중곡동 649-4 101~103호 ,서울특별시 광진구 천호대로 549 1층 101~103호 (중곡동),4919.0,스타벅스군자사거리점,20220300000000.0,U,40:00.0,커피숍,206899.12,450617.014,커피숍,,,,,,,,,,,,,,N,231.0,,,
25090,3040000,3040000-104-2018-00177,20180910,,1,영업/정상,1,영업,,,,,230151109,279.63,143819.0,서울특별시 광진구 구의동 75-19 ,서울특별시 광진구 천호대로 676 1층 (구의동),4992.0,스타벅스아차산역점,20220300000000.0,U,40:00.0,커피숍,207872.907,449818.8805,커피숍,,,,,,,,,,,,,,N,279.63,,,
25551,3040000,3040000-104-2006-00066,20061213,,3,폐업,2,폐업,20120213.0,,,,02 7588186,,143853.0,서울특별시 광진구 자양동 779-8번지 외5필지 107108109호 ,,,스타벅스(구의점),20091100000000.0,I,59:59.0,커피숍,207272.1495,448355.7308,커피숍,0.0,0.0,,,상수도전용,,,,,,,,,N,126.62,,,
26562,3040000,3040000-104-2006-00045,20060904,,3,폐업,2,폐업,20110914.0,,,,02 7588175,,143813.0,서울특별시 광진구 광장동 445-5번지 ,,,스타벅스 광나루역점,20091100000000.0,I,59:59.0,커피숍,209023.363,449094.1411,커피숍,0.0,0.0,,,,,,,,,,,,N,88.2,,,
26592,3040000,3040000-104-2005-00021,20050706,,3,폐업,2,폐업,20080827.0,,,,230151749,,143721.0,서울특별시 광진구 구의동 546-4번지 테크노마트 판매동 1층 3442-1~3 ,,,스타벅스(테크노마트점),20050700000000.0,I,59:59.0,커피숍,208394.4164,448165.28,커피숍,0.0,0.0,,,상수도전용,,,,,,,,,N,121.62,,,
26595,3040000,3040000-104-2005-00024,20050711,,3,폐업,2,폐업,20110805.0,,,,230151749,,143914.0,서울특별시 광진구 화양동 4-12번지 건대병원 1층 ,,,스타벅스(건대병원점),20091100000000.0,I,59:59.0,커피숍,206303.0322,448689.8782,커피숍,0.0,0.0,,,상수도전용,,,,,,,,,N,53.0,,,
28247,3050000,3050000-104-2021-00044,20210416,,1,영업/정상,1,영업,,,,,230151109,310.0,130851.0,서울특별시 동대문구 전농동 591-53 청량리역롯데백화점 ,서울특별시 동대문구 왕산로 214 청량리역롯데백화점 6층 601호 (전농동),2555.0,스타벅스 청량리역사점,20220200000000.0,U,40:00.0,커피숍,204081.2821,453187.3952,커피숍,,,,,,,,,,,,,,Y,310.0,,,
