,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
37283,3070000,3070000-104-2015-00174,20151204,,3,폐업,2,폐업,20180330.0,,,,070 70184500,251.0,136051.0,서울특별시 성북구 동선동1가 2-1번지 지상2층 ,서울특별시 성북구 동소문로22길 12 (동선동1가 지상2층),2845.0,한국맥도날드(유) 성신여대점,20180300000000.0,I,59:59.0,패스트푸드,201473.9277,454459.9026,패스트푸드,,,,,,,,,,,,,,Y,251.0,,,
38505,3080000,3080000-104-1999-07507,19990915,,1,영업/정상,1,영업,,,,,02 9029057,281.88,142864.0,서울특별시 강북구 번동 418-18,서울특별시 강북구 도봉로 342 (번동),1063.0,한국맥도날드수유점,20220600000000.0,U,08:00.0,패스트푸드,202227.6761,459509.8333,,,,,,,,,,,,,,,,,,,
38506,3080000,3080000-104-2013-00047,20131113,,1,영업/정상,1,영업,,,,,070 70176856,293.54,142803.0,서울특별시 강북구 미아동 197-5 12층,서울특별시 강북구 도봉로 204 12층 (미아동),1133.0,한국맥도날드유한회사 미아역점,20220600000000.0,U,09:00.0,패스트푸드,202250.0059,458290.5546,,,,,,,,,,,,,,,,,,,
38526,3080000,3080000-104-2015-00076,20150925,,1,영업/정상,1,영업,,,,,070 70184500,386.76,142827.0,서울특별시 강북구 미아동 682-12,서울특별시 강북구 삼양로 158 (미아동),1201.0,한국맥도날드(유) 미아DT점,20220600000000.0,U,09:00.0,패스트푸드,201848.4848,457308.6553,,,,,,,,,,,,,,,,,,,
38599,3080000,3080000-104-2015-00056,20150818,,1,영업/정상,1,영업,,,,,,434.98,142861.0,서울특별시 강북구 번동 106 ,서울특별시 강북구 월계로 191 (번동),1231.0,맥도날드 번동 DT,20210400000000.0,U,40:00.0,패스트푸드,203923.5836,457651.0624,패스트푸드,,,,,상수도전용,,,,,,,,,N,434.98,,,
39976,3080000,3080000-104-1999-07511,19990915,,3,폐업,2,폐업,20200102.0,,,,02 9870858,422.89,142804.0,서울특별시 강북구 미아동 71-5번지 ,서울특별시 강북구 도봉로 48 (미아동),1215.0,한국맥도날드미아점,20200100000000.0,U,40:00.0,패스트푸드,202611.0809,456770.6304,패스트푸드,0.0,0.0,유흥업소밀집지역,자율,상수도전용,,,,,,,,,N,422.89,,,
40779,3090000,3090000-104-2009-00039,20090820,,1,영업/정상,1,영업,,,,,02  907 7005,363.12,132895.0,서울특별시 도봉구 쌍문동 700 외1필지,서울특별시 도봉구 도봉로 541 (쌍문동외1필지),1437.0,맥도날드쌍문DT,20220600000000.0,U,08:00.0,패스트푸드,203211.852,461256.053,,,,,,,,,,,,,,,,,,,
40827,3090000,3090000-104-2015-00002,20150106,,1,영업/정상,1,영업,,,,,02  907 7005,391.92,132820.0,서울특별시 도봉구 도봉동 620-25번지 지상12층 ,서울특별시 도봉구 도봉로 735 지상12층 (도봉동),1349.0,맥도날드방학역DT점,20170200000000.0,I,59:59.0,패스트푸드,203752.4321,463084.9586,패스트푸드,,,,,상수도전용,,,,,,,,,Y,391.92,,,
42077,3090000,3090000-104-1999-04770,19990910,,3,폐업,2,폐업,20051017.0,,,,234946077,183.9,132848.0,서울특별시 도봉구 방학동 665-8번지 ,,,(주)신맥한국맥도날드방학점,19990900000000.0,I,59:59.0,패스트푸드,202972.3887,462259.4178,패스트푸드,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,183.9,,,
42149,3090000,3090000-104-2003-00052,20031009,,3,폐업,2,폐업,20050613.0,,,,234914806,279.0,132854.0,서울특별시 도봉구 방학동 720-33번지 101호201호 ,,,맥도날드 방학역점,20031000000000.0,I,59:59.0,패스트푸드,204083.7693,462849.0208,패스트푸드,0.0,0.0,,,상수도전용,,,,,,,,,N,279.0,,,
42855,3100000,3100000-104-1999-06282,19990827,,1,영업/정상,1,영업,,,,,070 70170455,252.45,139831.0,서울특별시 노원구 상계동 763-2 장우빌딩 1층,서울특별시 노원구 동일로 1341 장우빌딩 1층 (상계동),1767.0,맥도날드중계역점,20220600000000.0,U,08:00.0,패스트푸드,205408.4238,460663.1593,,,,,,,,,,,,,,,,,,,
42889,3100000,3100000-104-1999-06311,19990911,,1,영업/정상,1,영업,,,,,02 9736303,236.12,139712.0,서울특별시 노원구 하계동 284 세이브존,서울특별시 노원구 한글비석로 57 세이브존 지하2지상1층 (하계동),1784.0,한국맥도날드노원한신점,20220600000000.0,U,08:00.0,패스트푸드,205994.8118,459502.6453,,,,,,,,,,,,,,,,,,,
43029,3100000,3100000-104-2015-00015,20150217,,1,영업/정상,1,영업,,,,,070 72090615,470.47,139804.0,서울특별시 노원구 공릉동 435-2번지 123층 ,서울특별시 노원구 공릉로 231 123층 (공릉동),1833.0,맥도날드,20150200000000.0,I,59:59.0,패스트푸드,206650.9724,458598.9114,패스트푸드,,,,,,,,,,,,,,N,470.47,,,
44321,3100000,3100000-104-1999-06380,19991020,,3,폐업,2,폐업,20030210.0,,,,02 9324826,206.55,139200.0,서울특별시 노원구 상계동 713-0번지 미도파 지동 1호,,,(주)승우식품 맥도날드미도파점,20000400000000.0,I,59:59.0,패스트푸드,205320.2848,461419.8818,패스트푸드,0.0,0.0,유흥업소밀집지역,우수,상수도전용,,,,,,,,,N,206.55,,,
45839,3100000,3100000-104-2000-06606,20000106,,3,폐업,2,폐업,20001123.0,,,,02 9484000,235.26,139220.0,서울특별시 노원구 중계동 517-0번지 ,,,(주)신맥한국맥도날드중계논두렁마트점,20001100000000.0,I,59:59.0,패스트푸드,206132.4325,460549.3112,패스트푸드,0.0,0.0,기타,자율,상수도전용,,,,,,,,,N,235.26,,,
47145,3110000,3110000-104-2002-00002,20020208,,1,영업/정상,1,영업,,,,,02 3881370,415.79,122819.0,서울특별시 은평구 구산동 1-14 (지하1층지상12층),서울특별시 은평구 연서로 131 (구산동 (지하1층지상12층)),3412.0,한국맥도날드구산점,20220600000000.0,U,06:00.0,패스트푸드,192576.5376,456482.157,,,,,,,,,,,,,,,,,,,
50250,3120000,3120000-104-2014-00149,20141027,,1,영업/정상,1,영업,,,,,7070240569,331.55,120806.0,서울특별시 서대문구 남가좌동 324-3번지 ,서울특별시 서대문구 거북골로 25 (남가좌동),3665.0,맥도날드 명지대,20170200000000.0,I,59:59.0,패스트푸드,193283.2982,453073.0201,패스트푸드,,,,,,,,,,,,,,Y,331.55,,,
51930,3120000,3120000-104-2015-00105,20150717,,3,폐업,2,폐업,20180412.0,,,,,404.8,120833.0,서울특별시 서대문구 창천동 18-50번지 지하1지상1 ,서울특별시 서대문구 신촌로 99 지하1지상1층 (창천동),3779.0,한국맥도날드유한회사 신촌점,20180400000000.0,I,59:59.0,패스트푸드,194383.4101,450387.14,패스트푸드,,,,,,,,,,,,,,N,404.8,,,
53488,3120000,3120000-104-2000-10615,20000331,,3,폐업,2,폐업,20170116.0,,,,7070170299,313.4,120857.0,서울특별시 서대문구 홍제동 299-12번지 ,서울특별시 서대문구 통일로 468 (홍제동),3628.0,한국맥도날드홍제점,20160300000000.0,I,59:59.0,패스트푸드,194887.4109,454220.3558,패스트푸드,0.0,0.0,,,,,,,,,,,,N,313.4,,,
53681,3120000,3120000-104-1999-10113,19990920,,3,폐업,2,폐업,20150522.0,,,,070 70170696,365.04,120180.0,서울특별시 서대문구 창천동 18-50번지 5152 29-90 ,서울특별시 서대문구 신촌로 99 (창천동5152 29-90),3779.0,한국맥도날드(유)신촌점,20130600000000.0,I,59:59.0,패스트푸드,194383.4101,450387.14,패스트푸드,0.0,0.0,,,,,,,,,,,,N,365.04,,,
54988,3130000,3130000-104-2015-00009,20150116,,3,폐업,2,폐업,20210128.0,,,,7070184500,277.0,121817.0,서울특별시 마포구 동교동 162-4 남강빌딩 2층일부 ,서울특별시 마포구 양화로 140 (동교동 남강빌딩 2층일부),4050.0,한국맥도날드(유)홍익대점,20210100000000.0,U,40:00.0,패스트푸드,193035.7257,450314.0778,패스트푸드,,,,,,,,,,,,,,N,277.0,,,
55041,3130000,3130000-104-2014-00179,20140729,,3,폐업,2,폐업,20180330.0,,,,,325.94,121805.0,서울특별시 마포구 공덕동 462번지 파크팰리스2차 107108호,서울특별시 마포구 마포대로 143 107108호 (공덕동 마포공덕파크팰리스2차),4143.0,한국맥도날드(유) 애오개점,20180300000000.0,I,59:59.0,패스트푸드,195782.1679,449467.1254,패스트푸드,,,,,,,,,,,,,,N,325.94,,,
55765,3130000,3130000-104-1999-08243,19990625,,3,폐업,2,폐업,20051208.0,,,,02 3327342,180.16,121838.0,서울특별시 마포구 서교동 358-25번지 외1필지 ,,,맥도날드,20001200000000.0,I,59:59.0,패스트푸드,193204.3954,450077.6582,패스트푸드,4.0,4.0,유흥업소밀집지역,자율,상수도전용,,,,,,,,,N,180.16,,,
55978,3130000,3130000-104-2001-08804,20010321,,3,폐업,2,폐업,20170419.0,,,,02 3232722,354.96,121820.0,서울특별시 마포구 망원동 377-19번지 12층 ,서울특별시 마포구 월드컵로 81 (망원동),4012.0,맥도날드망원점,20170400000000.0,I,59:59.0,패스트푸드,191952.5137,450424.8559,패스트푸드,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,354.96,,,
58619,3130000,3130000-104-2012-00180,20120921,,1,영업/정상,1,영업,,,,,02 03225163,297.0,121841.0,서울특별시 마포구 서교동 490,서울특별시 마포구 양화로 45 2층 232233234235호 (서교동 메세나폴리스),4036.0,한국맥도날드(유) 합정메세나폴리스점,20220600000000.0,U,08:00.0,패스트푸드,192311.6426,449855.6439,,,,,,,,,,,,,,,,,,,
60093,3140000,3140000-104-2013-00006,20130128,,1,영업/정상,1,영업,,,,,,403.04,158840.0,서울특별시 양천구 신월동 525-1 남부주유소 ,서울특별시 양천구 남부순환로 553 남부주유소 1~2층 (신월동),8032.0,맥도날드 신월남부DT점,20211200000000.0,U,40:00.0,패스트푸드,185679.9407,446374.7365,패스트푸드,,,,,,,,,,,,,,Y,403.04,,,
60324,3140000,3140000-104-2000-08005,20000915,,1,영업/정상,1,영업,,,,,226546107,259.0,158878.0,서울특별시 양천구 목동 908-25,서울특별시 양천구 목동서로 45 (목동),7984.0,한국맥도날드(유) 파리공원점,20220600000000.0,U,06:00.0,패스트푸드,189414.4261,448334.8174,,,,,,,,,,,,,,,,,,,
60344,3140000,3140000-104-1999-07542,19991229,,1,영업/정상,1,영업,,,,,7070170475,507.91,158070.0,서울특별시 양천구 신정동 323-20 맥도널드신정점,서울특별시 양천구 목동동로 71 맥도널드신정점 1~2층 (신정동),8093.0,한국맥도날드(유) 양천구청점,20220600000000.0,U,06:00.0,패스트푸드,187816.3733,445928.7034,,,,,,,,,,,,,,,,,,,
61209,3140000,3140000-104-1999-07214,19991008,,3,폐업,2,폐업,20060803.0,,,,02 6968741,161.25,158822.0,서울특별시 양천구 신월동 27-3번지 ,,,(주)신맥한국맥도날드신월점,19991100000000.0,I,59:59.0,패스트푸드,184651.5158,448614.7549,패스트푸드,2.0,4.0,주택가주변,우수,상수도전용,,,,,,,,,N,161.25,,,
61948,3140000,3140000-104-1999-07083,19990819,,3,폐업,2,폐업,20160330.0,,,,02 2608491,287.34,158822.0,서울특별시 양천구 신월동 26번지 1층 ,서울특별시 양천구 화곡로 59 1층 (신월동),7902.0,한국맥도날드신월이마트점,20160300000000.0,I,59:59.0,패스트푸드,184796.9991,448625.3896,패스트푸드,1.0,2.0,주택가주변,기타,상수도전용,,,,,,,,,N,287.34,,,
64283,3150000,3150000-104-2015-00182,20151022,,1,영업/정상,1,영업,,,,,7072090542,414.71,157919.0,서울특별시 강서구 화곡동 1026-0번지 우장산 맥도날드 (1~2층) ,서울특별시 강서구 강서로 216 우장산 맥도날드 1~2층 (화곡동),7698.0,맥도날드 우장산DT,20190100000000.0,U,40:00.0,패스트푸드,185557.1644,449217.9825,패스트푸드,,,,,,,,,,,,,,Y,414.71,,,
64870,3150000,3150000-104-2013-00146,20131021,,1,영업/정상,1,영업,,,,,7070176526,437.5,157839.0,서울특별시 강서구 등촌동 630-0 (지상 1~2층),서울특별시 강서구 양천로 546 1~2층 (등촌동 1동),7550.0,한국맥도날드(유)등촌DT점,20220600000000.0,U,08:00.0,패스트푸드,187539.8427,450678.075,,,,,,,,,,,,,,,,,,,
65196,3150000,3150000-104-2014-00159,20141022,,1,영업/정상,1,영업,,,,,7072090594,387.0,157863.0,서울특별시 강서구 염창동 280-11번지 (지상1~2층) ,서울특별시 강서구 공항대로 599 (염창동(지상1~2층)),,맥도날드 염창디티점,20141000000000.0,I,59:59.0,패스트푸드,188581.7055,449494.3933,패스트푸드,,,,,상수도전용,,,,,,,,,N,387.0,,,
67232,3150000,3150000-104-2003-00025,20030123,,3,폐업,2,폐업,20071211.0,,,,,65.96,157822.0,서울특별시 강서구 과해동 272번지 이마트 3층 ,,,한국맥도날드이마트 김포공항점,20070200000000.0,I,59:59.0,패스트푸드,,,패스트푸드,,,,,,,,,,,,,,N,65.96,,,
67468,3150000,3150000-104-1999-07603,19991004,,3,폐업,2,폐업,20060124.0,,,,02 6956441,295.81,157835.0,서울특별시 강서구 내발산동 719-6번지 ,,,(주)신맥한국맥도날드발산점,20000600000000.0,I,59:59.0,패스트푸드,185431.0666,449714.8138,패스트푸드,12.0,20.0,기타,기타,상수도전용,,,,,,,,,N,295.81,,,
67728,3150000,3150000-104-2001-09121,20011208,,3,폐업,2,폐업,20130902.0,,,,7070184500,210.42,157930.0,서울특별시 강서구 등촌동 678-14번지 (지상 1층) ,서울특별시 강서구 강서로 388 1층 (등촌동 3동),7583.0,한국맥도날드강서그랜드점,20130500000000.0,I,59:59.0,패스트푸드,185732.4244,450884.5288,패스트푸드,0.0,0.0,,,,,,,,,,,,N,210.42,,,
67989,3150000,3150000-104-2001-09095,20011020,,3,폐업,2,폐업,20070130.0,,,,02 6997896,188.0,157927.0,서울특별시 강서구 화곡동 1095번지 ,,,(주)신맥한국맥도날드화곡그랜드마트점,20060900000000.0,I,59:59.0,패스트푸드,186786.6225,450297.7027,패스트푸드,0.0,0.0,,,상수도전용,,,,,,,,,N,188.0,,,
68050,3150000,3150000-104-1999-07599,19991002,,3,폐업,2,폐업,20071217.0,,,,02 6596964,148.56,157807.0,서울특별시 강서구 가양동 1480-0번지 ,,,한국맥도날드 가양점,20070100000000.0,I,59:59.0,패스트푸드,186897.1345,451243.1021,패스트푸드,0.0,0.0,기타,기타,상수도전용,,,,,,,,,N,148.56,,,
69529,3160000,3160000-104-2015-00140,20151217,,1,영업/정상,1,영업,,,,,,412.07,152826.0,서울특별시 구로구 고척동 73-20번지 ,서울특별시 구로구 경인로 393 (고척동),8227.0,맥도날드 고척DT점,20170700000000.0,I,59:59.0,패스트푸드,187866.0032,443910.2655,패스트푸드,,,,,상수도전용,,,,,,,,,N,412.07,,,
69756,3160000,3160000-104-2010-00074,20100714,,1,영업/정상,1,영업,,,,,,195.67,152848.0,서울특별시 구로구 구로동 197-21 태평양물산 1층 103호104호,서울특별시 구로구 디지털로31길 12 1층 103104호 (구로동 태평양물산),8380.0,한국맥도날드 구로디지털점,20220600000000.0,U,08:00.0,패스트푸드,190648.4461,442554.6362,,,,,,,,,,,,,,,,,,,
70849,3160000,3160000-104-2002-00008,20020118,,3,폐업,2,폐업,20190902.0,,,,070 70184500,239.25,152715.0,서울특별시 구로구 구로동 573번지 애경백화점 5층 ,서울특별시 구로구 구로중앙로 152 5층 (구로동 애경백화점),8292.0,한국맥도날드 구로애경점,20190900000000.0,U,40:00.0,패스트푸드,189570.3609,444336.0513,패스트푸드,0.0,0.0,,,상수도전용,,,,,,,,,N,239.25,,,
72399,3160000,3160000-104-1999-07881,19990821,,3,폐업,2,폐업,20110407.0,,,,237028320,142.27,152848.0,서울특별시 구로구 구로동 188-26번지 ,,,한국맥도날드 구로이마트점,20100400000000.0,I,59:59.0,패스트푸드,190901.9779,442466.8134,패스트푸드,3.0,3.0,기타,자율,상수도전용,,,,,,,,,N,142.27,,,
72932,3170000,3170000-104-2011-00110,20111216,,1,영업/정상,1,영업,,,,,7070172433,207.37,153803.0,서울특별시 금천구 가산동 371-6 가산비즈니스센터 103호104호  지상1층,서울특별시 금천구 가산디지털1로 165 (가산동 가산비즈니스센터 103호104호 지상1층),8503.0,한국맥도날드(유) 가산비즈니스센터점,20220600000000.0,U,03:00.0,패스트푸드,189410.7795,442005.2626,,,,,,,,,,,,,,,,,,,
73262,3170000,3170000-104-2013-00067,20130916,,1,영업/정상,1,영업,,,,,7070176527,264.02,153717.0,서울특별시 금천구 가산동 60-22 마리오아울렛 102호,서울특별시 금천구 디지털로 185 지상1층 102호 (가산동 마리오아울렛),8511.0,한국맥도날드(유) 마리오아울렛점,20220600000000.0,U,09:00.0,패스트푸드,189943.2343,441784.2475,,,,,,,,,,,,,,,,,,,
74280,3170000,3170000-104-1999-06043,19990930,,3,폐업,2,폐업,20021216.0,,,,02 8060714,160.34,153858.0,서울특별시 금천구 시흥동 890-7번지 ,,,(주)신맥한국맥도날드시흥점,19990900000000.0,I,59:59.0,패스트푸드,191271.2182,438851.3458,패스트푸드,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,160.34,,,
75321,3180000,3180000-104-1999-12545,19990813,,1,영업/정상,1,영업,,,,,226326321,546.66,150033.0,서울특별시 영등포구 영등포동3가 10-4 지하1층 지상1~2층,서울특별시 영등포구 경인로 855 (영등포동3가 지하1층 지상1~2층),7304.0,한국맥도날드(유)영등포점,20220600000000.0,U,08:00.0,패스트푸드,191765.2945,446088.5144,,,,,,,,,,,,,,,,,,,
76143,3180000,3180000-104-2013-00104,20130704,,1,영업/정상,1,영업,,,,,,546.45,150103.0,서울특별시 영등포구 양평동3가 80-2 1층2층,서울특별시 영등포구 선유로 195 (양평동3가 1층2층),7211.0,한국맥도날드(유)양평sk점,20220600000000.0,U,09:00.0,패스트푸드,190508.8133,447654.2571,,,,,,,,,,,,,,,,,,,
77705,3180000,3180000-104-1999-12763,19991007,,3,폐업,2,폐업,20160205.0,,,,02 8417564,186.19,150820.0,서울특별시 영등포구 대림동 909-2번지 ,,,한국맥도날드대림점,20130500000000.0,I,59:59.0,패스트푸드,191800.7282,443809.7739,패스트푸드,0.0,0.0,기타,기타,,,,,,,,,,N,186.19,,,
77769,3180000,3180000-104-1999-12611,19990826,,3,폐업,2,폐업,20041005.0,,,,02 7610496,206.55,150887.0,서울특별시 영등포구 여의도동 37-0번지 거평빌딩 1동 ,,,(주)신맥한국맥도날드여의도점,20000600000000.0,I,59:59.0,패스트푸드,193209.2835,446474.9566,패스트푸드,0.0,0.0,기타,기타,,,,,,,,,,N,206.55,,,
78096,3180000,3180000-104-1999-12605,19990826,,3,폐업,2,폐업,20150729.0,,,,226372783,286.28,150810.0,서울특별시 영등포구 당산동6가 331-1번지 ,서울특별시 영등포구 양평로 48 (당산동6가),7222.0,한국맥도날드당산점,20130600000000.0,I,59:59.0,패스트푸드,191205.3171,448034.6549,패스트푸드,0.0,0.0,기타,기타,,,,,,,,,,N,286.28,,,
80951,3180000,3180000-104-2015-00224,20151204,,3,폐업,2,폐업,20180430.0,,,,070 72090556,552.15,150810.0,서울특별시 영등포구 당산동6가 331-6번지 세바빌딩 지하1층~2층 ,서울특별시 영등포구 양평로 46 지하1층~2층 (당산동6가 세바빌딩),7222.0,한국맥도날드(유)당산역점,20180400000000.0,I,59:59.0,패스트푸드,191235.2601,448030.4136,패스트푸드,,,,,,,,,,,,,,N,552.15,,,
81468,3190000,3190000-104-2011-00139,20111227,,1,영업/정상,1,영업,,,,,,213.33,156816.0,서울특별시 동작구 사당동 147-29번지 118119120121122 호 ,서울특별시 동작구 사당로 300 (사당동 118119120121122 호),7013.0,맥도날드 이수점,20180800000000.0,I,59:59.0,패스트푸드,198202.4725,442471.241,패스트푸드,,,,,상수도전용,,,,,,,,,N,213.33,,,
81578,3190000,3190000-104-2011-00087,20110719,,1,영업/정상,1,영업,,,,,02 8123734,294.15,156756.0,서울특별시 동작구 흑석동 221 중앙대학교 102관,서울특별시 동작구 흑석로 84 중앙대학교 102관동 (흑석동),6974.0,맥도날드 중앙대점,20220600000000.0,U,03:00.0,패스트푸드,196122.6786,444705.5302,,,,,,,,,,,,,,,,,,,
82207,3190000,3190000-104-1999-07390,19991011,,1,영업/정상,1,영업,,,,,02 8242508,479.72,156800.0,서울특별시 동작구 노량진동 100-1 2층,서울특별시 동작구 노량진로 158 (노량진동2층),6922.0,한국맥도날드 노량진점,20220600000000.0,U,09:00.0,패스트푸드,194935.9863,445684.8703,,,,,,,,,,,,,,,,,,,
84213,3190000,3190000-104-2000-07857,20000811,,3,폐업,2,폐업,20030822.0,,,,234780655,217.2,156816.0,서울특별시 동작구 사당동 134-3번지 11 ,,,(주)신맥한국맥도날드총신대점,20001100000000.0,I,59:59.0,패스트푸드,198324.7924,442835.2581,패스트푸드,0.0,0.0,기타,자율,상수도전용,,,,,,,,,N,217.2,,,
84771,3200000,3200000-104-1999-09426,19991006,,1,영업/정상,1,영업,,,,,7070170344,457.24,151930.0,서울특별시 관악구 신림동 1641-22,서울특별시 관악구 신림로 310 1층 (신림동),8778.0,한국맥도날드 신림점,20220600000000.0,U,07:00.0,패스트푸드,193754.2678,442204.12,,,,,,,,,,,,,,,,,,,
86370,3200000,3200000-104-2015-00155,20151113,,3,폐업,2,폐업,20180316.0,,,,070 70184500,394.56,151800.0,서울특별시 관악구 남현동 1061-22번지 ,서울특별시 관악구 과천대로 945 1~4층 (남현동),8807.0,맥도날드(사당역점),20180300000000.0,I,59:59.0,패스트푸드,198284.4874,441422.5475,패스트푸드,,,,,상수도전용,,,,,,,,,N,394.56,,,
86892,3200000,3200000-104-2001-11002,20010322,,3,폐업,2,폐업,20180320.0,,,,02 8865184,410.81,151836.0,서울특별시 관악구 봉천동 862-3번지 ,서울특별시 관악구 관악로 173 1층 (봉천동),8787.0,한국맥도날드 서울대역점,20180300000000.0,I,59:59.0,패스트푸드,195707.0473,442058.6332,패스트푸드,0.0,0.0,기타,기타,상수도전용,,,,,,,,,N,410.81,,,
90921,3210000,3210000-104-1999-14267,19990910,,3,폐업,2,폐업,20010330.0,,,,02 5255037,196.17,137866.0,서울특별시 서초구 서초동 1445-15번지 (지하1층) ,,,(주)신맥한국맥도날드아크리스점,20010300000000.0,I,59:59.0,패스트푸드,201545.7216,442423.566,패스트푸드,0.0,0.0,기타,기타,상수도전용,,,,,,,,,N,196.17,,,
90922,3210000,3210000-104-1999-14268,19990910,,3,폐업,2,폐업,20130611.0,,,,234730186,237.86,137861.0,서울특별시 서초구 서초동 1343-4번지 1층 ,서울특별시 서초구 효령로74길 4 1층 (서초동),6727.0,한국맥도날드 서초2호점,20130600000000.0,I,59:59.0,패스트푸드,202276.4998,442839.9964,패스트푸드,0.0,0.0,기타,기타,상수도전용,,,,,,,,,N,237.86,,,
90923,3210000,3210000-104-1999-14266,19990910,,3,폐업,2,폐업,20060329.0,,,,234819786,137.54,137855.0,서울특별시 서초구 서초동 1302-4번지 (1층) ,,,(주)신맥한국맥도날드서초1점,19990900000000.0,I,59:59.0,패스트푸드,201862.3576,444462.6261,패스트푸드,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,137.54,,,
94705,3210000,3210000-104-2010-00248,20101117,,1,영업/정상,1,영업,,,,,02  61913500,322.45,137872.0,서울특별시 서초구 서초동 1536-1 1층2층,서울특별시 서초구 효령로49길 52 1층2층 (서초동),6670.0,한국맥도날드(유) 서초GS DT점,20220600000000.0,U,03:00.0,패스트푸드,200777.6183,442708.076,,,,,,,,,,,,,,,,,,,
95059,3210000,3210000-104-2009-00192,20090902,,1,영업/정상,1,영업,,,,,070 70184500,472.7,137860.0,서울특별시 서초구 서초동 1338-20 서초현대렉시온 101호,서울특별시 서초구 강남대로 305 101호 (서초동 서초현대렉시온  ),6628.0,한국맥도날드 서초뱅뱅점,20220600000000.0,U,07:00.0,패스트푸드,202638.9488,443109.5099,,,,,,,,,,,,,,,,,,,
95644,3210000,3210000-104-2012-00107,20120713,,1,영업/정상,1,영업,,,,,070 70171446,544.97,137890.0,서울특별시 서초구 양재동 81 12층,서울특별시 서초구 바우뫼로 178 12층 (양재동),6748.0,한국맥도날드(유) 양재SKDT점,20220600000000.0,U,07:00.0,패스트푸드,203432.2273,441767.6731,,,,,,,,,,,,,,,,,,,
96321,3220000,3220000-104-1993-00777,19930730,,3,폐업,2,폐업,19930923.0,,,,205387471,148.61,135836.0,서울특별시 강남구 대치동 506-0번지 ,,,맥도날드대치점,20010800000000.0,I,59:59.0,패스트푸드,205463.235,443326.7471,패스트푸드,0.0,0.0,아파트지역,자율,상수도전용,,,,,,,,,N,148.61,,,
100187,3220000,3220000-104-1999-18320,19990121,,3,폐업,2,폐업,20090918.0,,,,02 5120288,255.44,135892.0,서울특별시 강남구 신사동 579-1번지 1~2층 ,,,한국맥도날드압구정역점,20080300000000.0,I,59:59.0,패스트푸드,202316.93,447103.2,패스트푸드,0.0,0.0,기타,자율,상수도전용,,,,,,,,,N,255.44,,,
101097,3220000,3220000-104-1999-20204,19990917,,3,폐업,2,폐업,20180316.0,,,,02 5387471,295.59,135836.0,서울특별시 강남구 대치동 506-0번지 ,서울특별시 강남구 삼성로 151 (대치동),6291.0,한국맥도날드 대치점,20180300000000.0,I,59:59.0,패스트푸드,205463.235,443326.7471,패스트푸드,0.0,0.0,기타,자율,상수도전용,,,,,,,,,N,295.59,,,
102024,3220000,3220000-104-2002-00166,20020909,,3,폐업,2,폐업,20060922.0,,,,,165.29,135090.0,서울특별시 강남구 삼성동 159-1번지 지하1층 코엑스몰내 밀레21 ,,,(주)신맥한국맥도날드아셈2호점,20020900000000.0,I,59:59.0,패스트푸드,205340.6311,445354.5711,패스트푸드,0.0,0.0,기타,자율,상수도전용,,,,,,,,,N,165.29,,,
102420,3220000,3220000-104-1999-20205,19990917,,3,폐업,2,폐업,20030513.0,,,,02 5146702,147.41,135906.0,서울특별시 강남구 압구정동 494-10번지 지하1층 지상5층 ,,,(주)신맥한국맥도날드갤러리아점,19990900000000.0,I,59:59.0,패스트푸드,,,패스트푸드,0.0,0.0,아파트지역,자율,상수도전용,,,,,,,,,N,147.41,,,
102421,3220000,3220000-104-1999-20207,19990917,,3,폐업,2,폐업,20170916.0,,,,02 5537635,144.34,135931.0,서울특별시 강남구 역삼동 816-0번지 지상1층 ,서울특별시 강남구 강남대로 422 (역삼동지상1층),6129.0,한국맥도날드강남점,20170900000000.0,I,59:59.0,패스트푸드,202310.3114,444240.7983,패스트푸드,0.0,0.0,유흥업소밀집지역,자율,상수도전용,,,,,,,,,N,144.34,,,
102422,3220000,3220000-104-1999-20211,19990917,,3,폐업,2,폐업,20070827.0,,,,02 5734721,229.42,135802.0,서울특별시 강남구 개포동 158-12번지 ,,,한국맥도날드개포점,20070200000000.0,I,59:59.0,패스트푸드,205368.409,442230.9363,패스트푸드,0.0,0.0,기타,자율,상수도전용,,,,,,,,,N,229.42,,,
102626,3220000,3220000-104-1999-21034,19991229,,3,폐업,2,폐업,20011231.0,,,,234616369,276.0,135843.0,서울특별시 강남구 대치동 922-25번지 ,,,맥도날드,20020300000000.0,I,59:59.0,패스트푸드,204564.681,443988.0675,패스트푸드,0.0,0.0,유흥업소밀집지역,자율,상수도전용,,,,,,,,,N,276.0,,,
