,cate_nm,entrp_nm,load_addr,city_do_cd,city_gn_gu_cd,xpos_lo,ypos_la,area_nm,homepage_url,tel_no,base_ymd
2869,볼링장,놀러와볼링센터,서울특별시 서대문구 이화여대1길 10 예스에이피엠,11.0,11410.0,126.944889,37.557583,서울,_,02-6373-7005,2020-12-31
2870,오락실,백련게임장,서울특별시 서대문구 증가로 115  4층 (남가좌동),11.0,11410.0,126.92459,37.576871,서울,,,2020-12-31
2871,오락실,텐조이,서울특별시 서대문구 증가로29길 40  에이제이산업 1층 (북가좌동),11.0,11410.0,126.911462,37.581283,서울,,,2020-12-31
2872,오락실,퍼니게임랜드,서울특별시 서대문구 홍은중앙로9길 2 (홍은동),11.0,11410.0,126.948228,37.599475,서울,,,2020-12-31
2873,오락실,ZZANG GAMES,서울특별시 서초구 강남대로 445  우신빌딩 (서초동),11.0,11650.0,127.025248,37.502003,서울,,,2020-12-31
2874,VR테마파크,못된VR 강남점,서울특별시 서초구 강남대로65길 7 피렌체타워 5층,11.0,11650.0,127.025338,37.500265,서울,"http://www.badvr.co.kr, https://blog.naver.com/pd0002, https://www.facebook.com/badbadvr/",1588-0764,2020-12-31
2875,오락실,크레이지100,서울특별시 서초구 강남대로6길 76 (양재동  1층),11.0,11650.0,127.044751,37.468725,서울,,,2020-12-31
2876,오락실,골드박스,서울특별시 서초구 강남대로89길 7 (반포동  지하),11.0,11650.0,127.021431,37.509324,서울,,,2020-12-31
2877,오락실,영동게임랜드,서울특별시 서초구 강남대로95길 15 (잠원동  지하),11.0,11650.0,127.019168,37.513676,서울,,,2020-12-31
2878,볼링장,캐리어볼링장,서울특별시 서초구 남부순환로 2567 TYCO Electronics,11.0,11650.0,127.031366,37.484528,서울,_,02-3474-1010,2020-12-31
2879,오락실,은성게임장,서울특별시 서초구 남부순환로356길 39  2층 (양재동),11.0,11650.0,127.038427,37.483234,서울,,,2020-12-31
2880,볼링장,로얄볼링센타,서울특별시 서초구 방배로13길 18 방배아크로타워 지하 1층,11.0,11650.0,126.99518,37.483046,서울,http://m.pebbleweb.co.kr/025218808,02-521-8808,2020-12-31
2881,볼링장,고릴라볼링샵,서울특별시 서초구 방배로33길 29 1층,11.0,11650.0,126.989281,37.491204,서울,_,010-4040-0537,2020-12-31
2882,볼링장,오란다볼링파크,서울특별시 서초구 방배로33길 29 방배한신트리플 B1,11.0,11650.0,126.989537,37.49154,서울,_,02-535-5280,2020-12-31
2883,볼링장,노블레스볼링장,서울특별시 서초구 서초대로 350 지하 2층 노블레스 볼링장,11.0,11650.0,127.019648,37.495181,서울,_,02-585-8207,2020-12-31
2884,볼링장,삼성레포츠센터 볼링장,서울특별시 서초구 서초대로64길 76-21 삼성레포츠센터 B1,11.0,11650.0,127.021535,37.491827,서울,http://www.ssleports.com/index.php,02-3470-0503,2020-12-31
2885,볼링장,코오롱스포렉스 볼링장,서울특별시 서초구 서초대로70길 32 코오롱스포렉스,11.0,11650.0,127.023346,37.493428,서울,http://www.sporex.com/,02-580-8208,2020-12-31
2886,VR테마파크,브이알존 강남점,서울특별시 서초구 서초대로77길 25 경일빌딩 3층,11.0,11650.0,127.025602,37.499952,서울,"http://vr-zone.co.kr, http://www.facebook.com/vrzonekorea, http://www.instagram.com/vr_zone_http://blog.naver.com/vr-zone",02-591-0770,2020-12-31
2887,VR테마파크,BAD VR 강남2호점,서울특별시 서초구 서초대로77길 37 서초동월드 5층,11.0,11650.0,127.025102,37.501002,서울,http://blog.naver.com/bori1234good,02-533-4454,2020-12-31
2888,볼링장,금성볼링장,서울특별시 서초구 서초중앙로 85 가산빌딩,11.0,11650.0,127.014058,37.489395,서울,_,02-522-2373,2020-12-31
2889,오락실,럭키게임랜드,서울특별시 서초구 효령로55길 57  2층 (서초동),11.0,11650.0,127.013939,37.487277,서울,,,2020-12-31
2890,볼링장,라인볼링센터,서울특별시 성동구 고산자로6길 40 지하 3층,11.0,11200.0,127.035472,37.558223,서울,https://www.facebook.com/linebowlingcenter/,02-2299-4199,2020-12-31
2891,볼링장,KB볼링센타,서울특별시 성동구 뚝섬로 447 성동마트,11.0,11200.0,127.060334,37.537834,서울,_,02-465-0068,2020-12-31
2892,오락실,한양 게임장,서울특별시 성동구 마조로 9 (행당동),11.0,11200.0,127.040559,37.558724,서울,,,2020-12-31
2893,오락실,성수게임랜드,서울특별시 성동구 아차산로 116  지하 1층 (성수동2가),11.0,11200.0,127.056635,37.544049,서울,,,2020-12-31
2894,오락실,봉황게임랜드,서울특별시 성동구 아차산로7길 2  3층 (성수동2가),11.0,11200.0,127.054287,37.545373,서울,,,2020-12-31
2895,VR테마파크,VR 피그미풀,서울특별시 성동구 왕십리광장로 17 왕십리민자역사 5층,11.0,11200.0,127.038424,37.559265,서울,,02-2200-1351,2020-12-31
2896,VR테마파크,BAD VR 게임장 고대안암점,서울특별시 성북구 고려대로24길 42,11.0,11290.0,127.029269,37.584419,서울,http://blog.naver.com/abg1105,02-6933-4432,2020-12-31
2897,볼링장,YB 볼링센터,서울특별시 성북구 길음로7길 36-12 2층,11.0,11290.0,127.021924,37.603244,서울,http://www.yb볼링센터.kr/,02-912-7474,2020-12-31
2898,볼링장,유타Bk볼링센타,서울특별시 성북구 동소문로 106 유타빌딩14층,11.0,11290.0,127.017092,37.592581,서울,_,02-953-0929,2020-12-31
2899,VR테마파크,쇼미더VR 성신여대점,서울특별시 성북구 동소문로20길 29-6 젬스톤빌딩 지하1층,11.0,11290.0,127.017133,37.591202,서울,http://showmethevr.com/,02-6951-0039,2020-12-31
2900,오락실,아이존팝 성신여대점,서울특별시 성북구 동소문로20다길 7  지층 (동선동1가),11.0,11290.0,127.017103,37.59177,서울,,,2020-12-31
2901,VR테마파크,영VR 성신여대점,서울특별시 성북구 동소문로22길 11 2층,11.0,11290.0,127.017658,37.592576,서울,https://www.facebook.com/youngVR.co.kr,02-923-6063,2020-12-31
2902,오락실,짱 게임파크,서울특별시 성북구 동소문로22길 61  1층 (동선동2가),11.0,11290.0,127.01874,37.590387,서울,,,2020-12-31
2903,볼링장,성신볼링장,서울특별시 성북구 보문로34길 69 창천프라자,11.0,11290.0,127.019068,37.591309,서울,_,02-928-0146,2020-12-31
2904,오락실,우리게임장 Ⅱ,서울특별시 성북구 삼선교로10길 14 (삼선동1가),11.0,11290.0,127.009031,37.587368,서울,,,2020-12-31
2905,오락실,신스샵,서울특별시 성북구 삼선교로10길 16  1층 (삼선동1가),11.0,11290.0,127.009112,37.587225,서울,,,2020-12-31
